latent_dimension,standardized_coefficient_years_per_sd,absolute_standardized_coefficient,original_scale_coefficient,absolute_rank
1160,0.26247978,0.26247978,14.245102055985383,1013
1089,0.26229396,0.26229396,10.95202290341424,1014
1208,0.26215202,0.26215202,15.870331839104026,1015
1373,-0.2620948,0.2620948,-10.524661860547944,1016
973,0.26129133,0.26129133,10.589704965432542,1017
962,0.2610418,0.2610418,10.800440731543413,1018
1351,-0.26049224,0.26049224,-11.211174867619526,1019
1204,-0.25992128,0.25992128,-11.567270653021486,1020
26,0.2598557,0.2598557,10.25088418803906,1021
1189,0.25971565,0.25971565,14.323885606436004,1022
902,-0.25819662,0.25819662,-10.439309142728622,1023
1316,-0.25714937,0.25714937,-10.559224870140064,1024
713,0.25657326,0.25657326,11.221275677141554,1025
1389,0.25646216,0.25646216,12.487411025867072,1026
1117,0.25596043,0.25596043,14.393926688826568,1027
293,-0.25556543,0.25556543,-10.46823641959298,1028
463,0.25528136,0.25528136,11.812593360790975,1029
229,0.25496194,0.25496194,10.597964225498103,1030
67,0.25343633,0.25343633,11.033328302731627,1031
1255,-0.25292212,0.25292212,-12.86978409010788,1032
9,-0.25234815,0.25234815,-10.99131523209757,1033
1263,0.2520732,0.2520732,13.296684967312052,1034
839,0.25174326,0.25174326,10.42611237106316,1035
1482,0.25167394,0.25167394,12.123063947976098,1036
562,-0.2515121,0.2515121,-10.159112770257789,1037
225,-0.25141135,0.25141135,-10.309503411952692,1038
382,0.25046548,0.25046548,9.625510381112509,1039
461,-0.25033262,0.25033262,-10.268480167801796,1040
1495,0.2502597,0.2502597,11.452947686224428,1041
807,-0.24996956,0.24996956,-10.077748146291395,1042
1303,0.24970078,0.24970078,13.450836450756748,1043
380,0.24916004,0.24916004,10.816608814643757,1044
1197,0.24878606,0.24878606,15.851105626927271,1045
414,0.24783702,0.24783702,10.623098221355136,1046
1533,-0.24724682,0.24724682,-13.005509467520085,1047
1261,0.24710698,0.24710698,11.581320720239587,1048
1061,-0.24704021,0.24704021,-15.547849168293466,1049
1240,-0.2468296,0.2468296,-10.76490652913149,1050
1346,-0.24667877,0.24667877,-10.868106099624839,1051
1433,0.245807,0.245807,12.412018368201334,1052
567,-0.24377672,0.24377672,-10.678674630718195,1053
358,-0.24377269,0.24377269,-9.74332464242991,1054
783,0.2428861,0.2428861,10.15022510265854,1055
1515,-0.24027917,0.24027917,-11.162890692172631,1056
751,0.24012114,0.24012114,10.140196480732524,1057
1338,-0.2400302,0.2400302,-12.933398731566513,1058
446,0.2396091,0.2396091,10.259970047257085,1059
817,0.23908369,0.23908369,10.098445838693737,1060
1271,0.2389331,0.2389331,13.62858321643567,1061
